id,reference
0,47.73936028989684
1,78.85371174784275
2,83.94666517694124
3,55.45718920940974
4,79.69918222399109
5,12.05615445658023
6,78.35992118281536
7,61.87135136216698
8,39.72979659817284
9,39.46820953329882
10,50.31403450252982
11,65.84250776235521
12,73.94497979169536
13,63.93568781095894
14,35.07943995607451
15,53.5906847069344
16,30.84130978259415
17,74.48771439228456
18,81.96535967848538
19,37.467143383457866
20,66.7059341870601
21,70.16819394349454
22,35.07668657844859
23,60.64480954992685
24,49.15805369859525
25,18.539737177813333
26,12.280009534251125
27,36.15603427563374
28,72.5679133506462
29,34.7993533324933
30,77.57738455775966
31,65.7113758361449
32,57.31093389915563
33,82.85468486374049
34,54.9131116200306
35,58.398585139828256
36,42.76552939554903
37,75.13332286196678
38,44.6529314640007
39,49.99397720891482
40,84.11792024513804
41,83.83875141170654
42,47.39556070221988
43,75.8329335998312
44,45.31825754750294
45,43.16035780782553
46,14.870813791597673
47,80.78373903122781
48,57.44397248284841
49,36.16827908889721
50,57.99667761671279
51,50.53413215718516
52,27.25337244080963
53,51.529132211888964
54,92.47391213675252
55,71.9007513961655
56,74.25075154225203
57,45.94814767972565
58,2.7217370321569625
59,54.20589475499915
60,39.38108797785009
61,61.68866718362304
62,30.445116813442745
63,49.95302052050104
64,68.9293639481416
65,31.027176078368562
66,69.3094847159989
67,86.31063880016919
68,50.694934137203475
69,78.01463950282353
70,72.41299999075717
71,68.19772720360493
72,25.954851634478263
73,75.22598856397545
74,60.26121556755416
75,24.147102880297062
76,72.65141295136684
77,25.552693188007332
78,85.45313905729682
79,30.394444532061563
80,62.35348043571942
81,69.90091183729137
82,46.041541532984134
83,48.59836731530626
84,45.091481284335295
85,52.94286839162906
86,45.67874860034942
87,69.10547769663208
88,26.070020257676134
89,58.92194962193135
90,64.24408693906355
91,30.337980872107412
92,30.474187686134293
93,33.789344921821126
94,44.03364377958302
95,36.74492446074106
96,6.513479163271025
97,60.00076535434481
98,66.10627993251438
99,51.23937461917766
100,48.85707918627942
101,59.291909988049
102,34.49375406490598
103,31.896882093790982
104,54.319574462921764
105,52.62235733023904
106,12.526271501460279
107,82.39227901044177
108,70.15965625292819
109,27.72419332622722
110,53.41333444944459
111,83.57358572494037
112,50.54425009921731
113,20.677186154297914
114,77.65543562731418
115,23.615131483747284
116,75.73401965583508
117,28.647314796274838
118,41.690104673226095
119,55.80042893678292
120,46.672410921482665
121,81.48619214331683
122,28.810022598915108
123,37.63460202213471
124,37.89798206570475
125,50.24340605582442
126,36.71102936062398
127,53.39096380186504
128,37.1985250661671
129,8.371629733526465
130,86.01190483362409
131,68.578142288012
132,66.06658447269012
133,42.021001149608864
134,55.14013579437314
135,58.86148351044068
136,48.45430955229643
137,57.423011419581876
138,78.2238162551691
139,9.19370580756938
140,26.667715696065766
141,84.40961954409782
142,2.435478701273471
143,70.19240757617878
144,50.398562468551404
145,34.83629435157664
146,16.375530881964334
147,74.38307729616248
148,39.19564414072399
149,41.382544373574554
150,67.39656785817309
151,61.304613973666875
152,44.08832473863363
153,62.229813057481735
154,75.58815959997773
155,39.072371714290554
156,70.23002742584352
157,54.3272059617179
158,52.35748138121308
159,63.96605595131206
160,37.96916004802239
161,72.31199139549882
162,12.342897210869669
163,38.89833118526227
164,22.14043532172607
165,33.59607513623044
166,56.595651508840206
167,67.63608806112961
